wordStem,wordClass,valence,arousal
vanille,N,1.3,2.333333333
vater,N,2.1,2.666666667
vaterland,N,-0.352941176,2.368421053
vehemenz,N,-0.4,3.588235294
veilchen,N,1,2
ventil,N,0.45,2.578947368
venus,N,1.6,3
veranda,N,1.1,1.833333333
verändern,V,0.764705882,2.80952381
verarmen,V,-1.8,3.666666667
verband,N,-1.18,2.95
verbessern,V,0.941176471,2.894736842
verbieten,V,-1.558823529,3.238095238
verbinden,V,1.205882353,2.526315789
verbot,N,-1.8,3.285714286
verboten,A,-1.7,3.5
verbrechen,N,-2.029411765,3.571428571
verdacht,N,-0.7,3.476190476
verdanken,V,1.147058824,2.619047619
verderb,N,-2.1,3.5
verdienen,V,0.764705882,3.095238095
verdienst,N,0.941176471,3.052631579
verdreht,A,-1,2.315789474
verehrer,N,1.5,3.882352941
verenden,V,-2.3,3.714285714
verfahren,N,-0.558823529,2.607142857
verfall,N,-1.8,3.5
verfassung,N,0.176470588,3.047619048
verflixt,A,-0.9,3.526315789
verfolgen,V,-1.735294118,3.7
verfügen,V,-0.088235294,2.428571429
verfügung,N,-0.382352941,1.947368421
vergasen,V,-2.8,4
vergeben,V,0.2,2.368421053
vergehen,V,-1.382352941,3.142857143
vergessen,V,-0.970588235,2.904761905
verhaften,V,-1.823529412,4.1
verhältnis,N,0.617647059,3.052631579
verhindern,V,-0.647058824,2.157894737
verirren,V,-1.7,3.5
verkaufen,V,-0.617647059,2.428571429
verkehr,N,-0.235294118,3.222222222
verlangen,V,0.147058824,3.238095238
verlassen,V,-1.5,3.19047619
verlaufen,V,-0.529411765,3.047619048
verlegen,V,-0.411764706,2.238095238
verleihen,V,-0.176470588,2.142857143
verletzen,V,-1.941176471,4.033333333
verletzt,A,-1.8,3.944444444
verletzung,N,-1.911764706,3.642857143
verlieren,V,-1.558823529,3
verlies,N,-2,3.444444444
verloben,V,0.8,2.421052632
verlogen,A,-2.3,3.526315789
verlust,N,-2.2,3.476190476
vermeiden,V,-0.617647059,2.105263158
vermieten,V,-0.058823529,2.476190476
vermögen,N,1.323529412,2.888888889
vermuten,V,-0.1,2.277777778
vernichten,V,-1.970588235,3.523809524
vernunft,N,1.5,2.611111111
verrat,N,-2.4,4
verraten,V,-1.647058824,3.888888889
verruf,N,-1.65,3.578947368
versagen,V,-1.647058824,3.523809524
versager,N,-2.1,3.470588235
versehen,N,-0.411764706,2.529411765
versetzen,V,-0.676470588,2.631578947
versichern,V,0.529411765,1.947368421
versorgung,N,0.941176471,2.578947368
verstand,N,1.9,2.722222222
verstärken,V,0.882352941,2.578947368
versteck,N,-0.2,3.125
verstehen,V,1.735294118,2.842105263
versuch,N,0.2,2.555555556
verteilen,V,1.029411765,1.947368421
vertrag,N,-0.382352941,2.722222222
vertrauen,N,2.205882353,3.526315789
vertraut,A,1.9,1.611111111
vertreten,V,-0.088235294,2.105263158
vertreter,N,-0.735294118,2.095238095
verwaist,A,-1.1,2.684210526
verwaltung,N,-1.117647059,2.523809524
verwandeln,V,1.147058824,2.368421053
verwandt,A,0.4,1.944444444
verwegen,A,0.6,3.842105263
verweigern,V,-0.911764706,3
verweint,A,-1.6,2.578947368
verweis,N,-1.5,3
verweisen,V,-0.411764706,2.428571429
verwesen,V,-2.2,3.105263158
verzehr,N,0.4,2.444444444
verzicht,N,-1.3,2.944444444
verzichten,V,-1.147058824,2.619047619
veto,N,-0.6,2.684210526
villa,N,1.4,2.555555556
virus,N,-2.15,4.052631579
visum,N,-0.05,2.888888889
vital,A,2.2,2.9
vitamin,N,1.8,2.222222222
vogel,N,1.2,2.444444444
volk,N,0.147058824,2.333333333
vollmond,N,1.6,2.4375
vollziehen,V,-0.323529412,2.263157895
vorbau,N,0.5,2.368421053
vorbild,N,1.1,2.777777778
voreilig,A,-1.2,2.842105263
vorfall,N,-0.5,3.111111111
vorhaben,N,0.970588235,2.789473684
vorkommen,N,0.176470588,2.052631579
vorliebe,N,1.4,2.444444444
vormund,N,-0.6,2.157894737
vornehm,A,0.9,2.263157895
vornehmen,V,0.647058824,2.523809524
vorrat,N,1.25,2.055555556
vorschlag,N,0.911764706,2.904761905
vorsicht,N,0.2,4.058823529
vorsorge,N,1.4,2.166666667
vorspiel,N,1.9,4.117647059
vorstand,N,-0.941176471,2.052631579
vorstellen,V,1.558823529,2.526315789
vorteil,N,1.8,2.75
vortrag,N,0,2.333333333
vorwand,N,-0.8,2.952380952
vorwurf,N,-1.8,3.380952381
vorzug,N,0.9,2.476190476
vulkan,N,0.2,3.684210526
waage,N,0.4,2.166666667
wabe,N,0.32,2.41
wache,N,-0.7,2.315789474
wachsam,A,1.1,3.421052632
wachsen,V,1.264705882,2.333333333
wachstum,N,1.6,2.588235294
waffe,N,-2.35,4.238095238
waffel,N,1.95,2.27
wagemut,N,1.1,3.333333333
wagen,N,1.058823529,2.111111111
wagnis,N,0.4,3.947368421
wahl,N,0.117647059,2.777777778
wählen,V,0.058823529,2.631578947
wahllos,A,-0.8,2.684210526
wahn,N,-2.3,3.833333333
wahnsinn,N,-1.7,4.111111111
wahren,V,0.558823529,1.964285714
wahrheit,N,2.5,3
waise,N,-1.85,3.105263158
wald,N,1.5,2.166666667
walnuss,N,0.86,1.86
walzer,N,1.05,2.315789474
wand,N,-0.264705882,1.944444444
wandern,V,0.2,2.3
wange,N,1.2,1.666666667
wanne,N,1.15,1.666666667
wanze,N,-1.3,3.444444444
warm,A,2.2,2.166666667
warnen,V,-0.2,4
warnung,N,-0.3,3.555555556
warterei,N,-1.7,2.777777778
warze,N,-1.8,3.105263158
wasser,N,1.55,1.833333333
watte,N,1,1.7
weber,N,0,1.722222222
wecken,V,-0.6,2.947368421
wecker,N,-1.64,3.59
weg,N,0.882352941,2.714285714
wegjagen,V,-1.7,4.052631579
wehklage,N,-1.9,3.411764706
wehmut,N,-1.1,3.5
wehr,N,-0.6,2.421052632
wehren,V,-0.176470588,3.8
wehrlos,A,-1.7,3.888888889
weiblich,A,1.9,2.888888889
weich,A,1.2,1.368421053
weichen,V,-0.764705882,2
weide,N,1.25,1.555555556
weigern,V,-1.2,3.578947368
wein,N,1.8,2.333333333
weinen,V,-0.882352941,3.777777778
weise,A,1.8,2.1
weisen,V,0.382352941,2.19047619
weisheit,N,2.3,2.176470588
weit,A,0.5,2.263157895
weite,N,1.4,2.222222222
welken,V,-1.5,2.35
welle,N,1.65,3.055555556
welpe,N,1.95,2
welt,N,1.9,2.888888889
weltall,N,0.8,3.315789474
weltfern,A,-1.3,2.157894737
weltkrieg,N,-2.823529412,4.619047619
weltruhm,N,1.8,3.705882353
wenden,V,0.294117647,2.095238095
wenig,A,-0.9,1.526315789
werbung,N,-0.5,2.941176471
werfen,V,-0.205882353,1.904761905
werk,N,0.676470588,2.473684211
wert,N,1.058823529,2.5
wertlos,A,-1.4,2.421052632
wertvoll,A,1.9,2.611111111
werwolf,N,-1.7,3.777777778
wespe,N,-1.2,3.5
weste,N,-0.09,1.91
wetten,V,0.6,3.052631579
whisky,N,0.4,2.666666667
widerstand,N,0.205882353,3.210526316
widmen,V,1.147058824,2.105263158
wiege,N,1.1,1.277777778
wiese,N,1.55,1.411764706
wille,N,1.7,3.25
willen,N,1.235294118,2.944444444
wind,N,1.264705882,2.333333333
winseln,V,-1.7,2.631578947
winter,N,0.323529412,2.055555556
wippe,N,1,2.82
wirken,V,0.941176471,2.473684211
wirkung,N,0.6,2.368421053
wirrnis,N,-1.6,3.444444444
wissen,N,2.029411765,2.666666667
witwe,N,-1.35,3.333333333
witwer,N,-1.35,2.894736842
woche,N,0.15,1.944444444
wochenende,N,2.382352941,3.684210526
wodka,N,-0.1,3
wohltat,N,1.8,1.75
wohnen,V,1.411764706,1.964285714
wohnheim,N,-0.4,2.529411765
wohnung,N,1.1,2
wolke,N,1,1.888888889
wolle,N,0.9,2
wollen,V,0.764705882,2.523809524
wollust,N,1.1,3.722222222
wonne,N,1.85,2.263157895
wort,N,0.764705882,2
wortkarg,A,-0.9,1.631578947
wuchern,V,-1.6,3.529411765
wucht,N,-0.3,4.05
wunde,N,-1.75,3.882352941
wunder,N,1.85,3.625
wundern,V,-0.1,2.833333333
wunsch,N,1.6,2.45
wünschen,V,1.529411765,3.263157895
würdigen,V,1.176470588,2.894736842
würfel,N,0.45,2.82
wurm,N,-1.36,2.73
wurst,N,0.5,2.45
yacht,N,1,2.578947368
zaghaft,A,-0.8,1.473684211
zahl,N,0.058823529,2.222222222
zahlen,V,-0.558823529,2.35
zählen,V,0.117647059,1.933333333
zahlung,N,-0.7,3.047619048
zahm,A,0.5,1.368421053
zahn,N,-0.5,2.73
zahnarzt,N,-1.5,4.117647059
zange,N,-0.6,2.105263158
zank,N,-1.6,3.444444444
zäpfchen,N,-1.77,3.73
zart,A,1.7,2.222222222
zauber,N,1.55,3.555555556
zauberei,N,1.4,3.388888889
zauberer,N,1.4,3.5
zaubern,V,1.4,2.607142857
zaudern,V,-1,2.473684211
zebra,N,1.09,2.82
zeche,N,-0.9,2.421052632
zeigen,V,0.588235294,2.238095238
zeitlos,A,0.4,2.166666667
zeitnot,N,-1.9,3.611111111
zeitung,N,0.6,2.571428571
zelle,N,-0.95,3.19047619
zensur,N,-1,3.7
zerfall,N,-1.6,3.3125
zerlegen,V,-0.2,2.736842105
zerlumpt,A,-1.9,2.944444444
zerrung,N,-1.8,3.444444444
zerstören,V,-2.529411765,3.928571429
zettel,N,0.5,2.111111111
zeuge,N,0.05,2.722222222
zeugin,N,0,3.352941176
zeugnis,N,-0.6,3.380952381
ziege,N,0.6,1.952380952
ziegel,N,0.41,2.09
ziehen,V,-0.294117647,1.842105263
ziel,N,2,3.055555556
ziellos,A,-1.6,3
zierlich,A,0.3,1.888888889
zigarette,N,-0.882352941,3.238095238
zigarre,N,-0.2,2.611111111
zimmer,N,1.05,1.666666667
zins,N,-0.5,2.666666667
zirkus,N,0.85,2.857142857
zitat,N,0.6,2.476190476
zitrone,N,0.8,2.789473684
zittern,V,-1.5,3.555555556
zögern,V,-0.852941176,2.761904762
zoll,N,-0.8,2.368421053
zopf,N,0.77,2.18
zorn,N,-1.8,4.117647059
zornig,A,-1.4,4.210526316
zufall,N,0.7,2.464285714
zuflucht,N,1.2,2.777777778
zugabe,N,1.5,2.941176471
zugeben,V,0.6,2.333333333
zuhause,N,2.5,1.882352941
zujubeln,V,1.6,3.166666667
zukunft,N,2.2,3.705882353
zulassen,V,0.617647059,2.80952381
zunehmen,V,-1.235294118,3.19047619
zunge,N,0.9,2.904761905
zusage,N,1.6,2.588235294
zustand,N,0,2.1875
zustimmen,V,0.970588235,2.473684211
zustimmung,N,1.205882353,2.526315789
zwang,N,-2.1,4.15
zwanglos,A,1.1,2.421052632
zweck,N,-0.176470588,2.222222222
zwecklos,A,-2,2.210526316
zweifel,N,-1.5,3.095238095
zwieback,N,0.36,1.77
zwiebel,N,-0.73,2.77
zwingen,V,-2.088235294,3.833333333
zwist,N,-1.3,3.85
zylinder,N,-0.18,2.14
zynismus,N,-1.1,3.833333333
